ID,EMOTION,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,MFCC_51,MFCC_52,MFCC_53,MFCC_54,MFCC_55,MFCC_56,MFCC_57,MFCC_58,MFCC_59,MFCC_60,MFCC_61,MFCC_62,MFCC_63,MFCC_64,MFCC_65,MFCC_66,MFCC_67,MFCC_68,MFCC_69,MFCC_70,MFCC_71,MFCC_72,MFCC_73,MFCC_74,MFCC_75,MFCC_76,MFCC_77,MFCC_78,MFCC_79,MFCC_80,MFCC_81,MFCC_82,MFCC_83,MFCC_84,MFCC_85,MFCC_86,MFCC_87,MFCC_88,MFCC_89,MFCC_90,MFCC_91,MFCC_92,MFCC_93,MFCC_94,MFCC_95,MFCC_96,MFCC_97,MFCC_98,MFCC_99,MFCC_100,MFCC_101,MFCC_102,MFCC_103,MFCC_104
1.wav,ANGER,7.173746712707484,6.241284076512703,-5.657553065990154,-10.72335662724203,9.774400242446257,-1.3374345692710263,-20.305928182020764,21.899439407944705,-16.919055489561345,-7.20095223771511,0.7031466208402315,-5.190163988622197,-0.8310555377166912,290.9456115657913,75.44797444899399,139.26603244166125,179.14625393445482,154.95616236359297,158.72079977708236,242.25272418019156,198.6667215013025,177.45222958546347,172.92105129050444,120.69269344284201,99.50400488608464,59.17017716788584,66.9017476063871,90.23542220311141,-18.886290114975928,-2.2644870918026743,46.89593043744424,-21.480434095406768,-108.17664423307748,-74.41328883271142,33.76861747678361,-0.6832240782877429,-19.66316704613982,5.909102074428044,6.682511281062698,-43.8595200095893,34.686806968460864,72.22299234312527,-107.5478370648359,7.606015511674136,122.05699332781643,-51.869588854749544,-18.729013652921303,29.288402848191048,-4.9938166770693035,-80.37198021581439,44.63804319138615,-88.59077228707271,-21.963008714117848,87.10984140930246,-60.51293410651352,-8.027383086334686,38.222160595998695,-15.350725243707428,-43.04934504650835,85.80354065464302,-62.70149272475963,51.331262209841114,-30.230712455093638,-79.13586214304144,95.02657148014059,-19.03770012300983,-51.17587747382349,12.931119204943823,-39.296823738979796,8.00120489594028,-23.205844570848587,21.03580279520339,-9.703589352647118,-33.385340045694036,29.679755544591885,21.346942811732273,-132.9412025184883,16.869824758599446,59.37557071773312,45.844346003214696,10.162297368141983,36.282217517218974,-13.370946242710644,146.41468537701934,13.334642901271012,-77.52579281395082,-0.2357336782274367,-31.874138356608196,-34.74713812467708,-112.0546653924726,-61.426298006546425,21.517075370885358,-11.460747563242462,-5.762260984930802,-83.0347851957488,17.13347567864226,-39.050202104962246,0.9379808153529009,22.279114010578144,-32.14945160544472,16.360696357583613,-45.62728761033287,8.464833177912709,4.810537251001436
10.wav,ANGER,18.253545637341805,33.82792840189335,-0.3948756928704934,-34.55228330870159,0.8817760480692856,-4.144483147918035,8.825234555173665,-28.961833264053606,1.0656458234491752,-13.864305874693866,7.754383123415793,-14.455473540121327,9.202343270452863,2.642801225551466,76.5979032684597,44.03047122617407,154.76986515559457,169.3407568163419,110.74443756450474,122.29748400368115,162.48707938998143,193.32063586946646,121.46825171499643,111.36662594065672,114.17404646807303,82.92212891501165,-1.2754101754586158,26.246354485036278,29.142577476588183,-58.198302696134455,61.60073147058758,70.05079606060673,34.171733162841385,-6.35918604175154,84.44021807856714,60.841536663783174,60.740492030809904,32.111232673365635,-0.9716445559340502,-64.25638811832984,-24.340563312487244,19.92204614518661,52.5637590018997,26.760059002235298,30.289402520502893,22.57137490172867,20.727993056637196,33.11529602955362,32.59763802785095,-1.4649723288222998,36.991089004163626,-1.1989898902995804,-31.61664789058894,-63.305551263322066,10.393512453041811,-26.24074373936785,-36.363221963533235,-39.21871379348673,12.135202770444751,-2.7544005640592633,-13.055718709233936,5.506133865999174,98.69744850996015,99.12977095866324,6.78249935852937,3.5442351165349772,24.52521136941351,52.549148078319966,-2.1155437960113783,32.22722084894551,14.156391441809987,-88.94079410034978,17.51942571345991,5.332349681951822,-30.9605985176168,-34.85844707704508,-0.37094975969783683,-49.383084060867354,-21.414770762348585,13.816665825208332,22.206117637576252,-11.984093720590693,3.24175460748025,-4.3760578558986385,46.842943309477256,-11.472054738538983,-18.90126029802742,-25.02100502267893,-1.0844460333263553,-8.597149128195381,-16.13445022537847,-1.722801277371003,59.71388187877117,35.88121225641689,-7.2899516746046285,14.707807786164471,6.462685304119669,-47.924609763736086,-1.1400013356529284,-30.475374680647526,-3.3562369090948247,-1.0359392845853406,27.817346046389602,-2.396575136772161
12.wav,ANGER,17.54162926386534,14.533580143462059,-16.326325010574628,-17.575700147993533,18.397393273707166,-39.94504644080861,19.332804804696543,-16.71675035065401,-6.195627387153986,6.128445492318656,-6.895200242662105,-4.195722660105943,-8.291113161540263,28.78991135719996,112.14316824961209,82.28779996501937,128.43600939514093,213.63344837507697,533.1061287317509,283.13770030949405,259.79647448154697,213.2978099601643,240.92619906874708,299.89943629361056,180.97479086584443,128.67146158777322,23.365607517523443,50.872383440933596,74.79150099141827,10.065136434356278,-9.711966823419381,52.52907319572886,-43.63274052766063,163.30859477979138,10.882056451777572,47.53319628576561,-43.963493925019364,59.67597594837339,-1.2564345349165995,21.301526336838087,-25.069545870518283,-51.07913495378382,127.94153869174032,-13.896890170792023,-31.42451916688159,-60.14396216447917,-53.40854382297592,19.15404685029048,27.832898520259928,-5.239803397050531,32.642805470406614,-20.665202515253863,-64.76777762797072,-54.740834430454775,-41.8555335494485,139.1256486227393,-42.037943809561455,-30.29747547713628,-43.35087613969414,-4.052364456500682,-123.1501719732833,-71.53513006256357,63.97185277205751,-23.172137978542317,32.832152480811594,-9.121218652108288,-30.27799866429416,-28.655355686801766,-56.48528473513766,-3.385430846592486,50.53330027679194,28.14625187012303,33.613485237989735,259.41977448215283,7.4711323632083815,-21.858490879355646,-0.9166313635413295,7.667677557273178,34.355912882234826,-24.095278922723143,13.82085730391581,-108.26839026093988,-41.07858311200937,-8.92178481353547,42.077063479307874,-28.980749822726985,-40.221089875136784,27.720670703001534,35.21760284236511,5.100638386259499,-10.6779866461966,2.6175906120233607,68.08603224179875,13.659695680839162,-5.2773698386997925,-37.037063636634926,19.56975785908052,8.352134365995669,-26.257374587130748,7.9668527447257445,6.396199442516546,1.8205116200160119,-17.300854036879397,-9.436276128843973
128.wav,ANGER,10.862423198704244,20.27495868978576,10.505928894366297,-10.277304439119634,-11.221763724880681,-7.286065262891326,17.480849590920695,1.5741835723266908,-8.579301751324653,-10.593869663776026,-3.8393579504405584,3.686137416086489,7.152789463990884,15.885130706663768,207.34039238944965,129.50635211735343,112.3456412642937,98.17166342780759,180.91061784764798,367.04184706719013,345.4821611848061,209.00011532826872,179.18511165203873,91.75225053189355,181.65681955376704,65.6713004797857,50.99942522580873,147.77627105745086,62.028904681749175,67.18573042439029,73.2185986653673,188.24812143273454,306.90642774696266,197.99457570482036,90.91190693720755,71.51500073550035,72.13546612620101,51.48399509321162,32.45805161334904,47.15314738505711,36.849817624127404,13.001569443680394,24.419672109881716,199.20836380772306,175.78687480560313,169.0983169433479,53.995882553160826,119.50303250346951,36.419171652689734,12.594056399370832,49.2510222733577,-65.37047407296079,-86.76151654568542,30.704216561717757,118.29862832844513,107.43390902683541,58.6038195726781,-11.637228637071159,13.313830308906494,17.14764544269647,-82.17105409446916,-87.86596230582785,-41.569503239562984,65.85948235311336,105.22236766319577,67.22596243115237,96.27726684584428,22.917161786925433,-14.042534100926353,-99.40476361449046,-117.20529169107773,-5.339398433528979,13.588859121577585,41.53222966371638,78.04287772002759,33.344832753985315,-22.917015278462674,-151.3310269866823,-20.44554878701962,6.277907893161306,12.418873655801832,57.02049398984849,54.456599387964474,-30.830180807482236,1.2401593050413733,-81.26116615700538,-8.628990165917452,-28.85916012828789,19.030563087407998,9.696220763081458,-124.58381967613938,-7.09917149445297,-13.262848004591111,4.814861609931824,-32.53537654269249,-9.15472273047394,-69.1994983688833,-6.796576158987478,-6.44439476481314,-127.88228074074497,7.643234816015088,-41.61770637509272,4.299484466725346,-2.261804899303456
129.wav,ANGER,12.087691316002658,24.870030288528813,11.422342773424296,-12.865743436348449,-8.358586003416216,-2.4038818211096484,24.893325276085637,5.147819694153074,-1.9961454056365238,-9.458739426996999,1.7151791947544077,3.771849124405074,9.560477675504375,13.019098314198995,125.99144615918419,72.47458064853559,147.27924361434359,68.30931701758757,157.15671157531062,231.62890451156264,228.81347843155353,163.52581790404943,206.84248343950384,127.40846892427794,183.82479121429157,74.82428568564346,31.013120562606208,64.16440360447622,32.74658259141353,49.63154575505853,70.1723814710141,112.67781895397529,134.54540042196868,97.37967021764528,95.87245406973554,49.26411871607823,59.41894582926582,65.86637569902362,8.14744582991949,-40.33377553690197,0.4314632190221355,54.615854700949434,20.43897949646354,112.16407065191405,31.894399527050137,148.8999069917077,36.017858430644075,101.5808448234313,33.44365430652076,-16.2709180368805,-12.016712993649067,-36.45176845161242,-45.622929385489144,23.186722507635647,-5.458456663280054,41.31802266096379,-19.020558413996483,-40.27485512309905,-12.978061797879576,-8.461504335834697,-88.99893350682919,-19.438708146503103,67.95750761731003,2.7831368360804305,83.13186888540363,32.19409912257965,65.82867380624837,-31.957493699281255,-32.45721690711738,-44.89560073577699,-20.99950046243836,-3.2433693327737028,35.45830049169737,7.842980227510895,60.91244365089854,-18.98898052254801,-28.276921848867932,-100.79612989984292,3.1333065624555454,81.20655500806748,8.657562671878713,96.78520983868471,21.587586714900514,-34.87211869308127,17.956981105075812,-16.075878659486758,-44.396169319377876,35.094494093792825,11.641358744239396,6.649176325260352,-79.29467646562432,-2.310981386503784,54.295567434861276,8.972559473955437,-27.800629266350573,28.74594211131039,-15.464664432967034,-5.505944729498325,3.408287057709919,-79.38036949764098,7.806198474528511,-33.190363557437244,6.750779715686457,-3.671985717273393
13.wav,ANGER,19.795856711650377,16.410202760229193,-11.948755866453636,-13.730517859567195,21.671583874200635,-46.42460260643077,21.019233494050535,-17.023056153301837,-7.410179117170903,2.1463334574729225,-11.899465028991,-1.7063187191357467,-2.356745974925265,1.8260861206193049,59.74587848095705,52.47444857206815,109.58451683336247,181.9190832960662,324.4404574060067,292.09863238233396,275.1309154898587,210.5707784008961,232.67753746936563,212.51490672341367,144.64827162236367,119.79824317040286,-0.4944377912923653,6.7386856760896885,43.234813510933925,24.891432010555555,5.116053200960235,48.24678621647701,107.8234437397305,169.89587790100944,10.147635755588217,20.453771191151485,8.847259775345645,41.13408926386017,-4.234297200645281,-37.1763547178348,-12.759502873427623,-5.9253943068330255,105.38308596393377,103.26668395428351,49.16375852010237,-38.142260738509236,14.074486634321508,87.25943937641102,33.23802707673619,-3.0097529584191864,2.5685373981521518,18.52518295516392,-25.672484669136598,-38.16667186416697,81.69728872794998,84.0089461918163,-6.947762709378229,-27.97128550425933,-39.67219625378016,-7.651644569631443,-32.04832217817941,-25.43825615847709,-20.966499662522143,0.314670656080049,-37.61699192734672,-57.9532004106937,-57.9746000134716,6.103583910880179,-9.76138861652912,-10.021878465378617,-9.838157142605107,-23.141581315711516,62.57591747740716,88.29368473966403,-11.600520189189497,-21.008701474502978,-7.493620472768935,-22.924207410237813,-10.686585904211023,60.67054430300699,-18.20770660213089,-80.80265313265555,-68.9189747762279,0.27335233023187705,-3.330378759991249,19.901966061863124,2.474512339966894,31.05666673244078,11.746914561065381,-0.8110390266598775,-25.694923192661115,41.214301513018334,62.53326924665298,11.534532033395939,-3.9730557485028872,22.319732220539365,18.682286651765292,6.371115549293977,-6.467309714327243,-16.73679172043647,15.612374429014942,1.0684787741648416,16.27837537459325,-0.8632939056319442
130.wav,ANGER,14.67518841195177,33.66060017573716,17.682739412550042,-9.00083813495165,-6.8174054996984506,-8.081682010828041,16.0044102212868,-1.7729477705727612,-0.5739943993858497,-13.155793103791586,1.0378089418176386,-3.469653463067807,6.827071715426271,6.194733627471106,54.833402715938654,86.77579602220453,228.42336647174332,90.1444580979212,108.08901578654597,182.5898778063898,83.7789234318998,159.76338436724882,109.63518540649247,79.41864191261294,132.3143445451756,61.77733549838619,2.946846353790079,43.33536727550253,74.40353843541247,106.01483776286996,75.3894238910109,23.364061911146134,38.21170514191044,68.79609872333407,36.5414269999674,26.290976111209893,41.57293790599237,51.38810325499685,-9.31847221302538,-23.12240320732151,33.702342196982634,80.71869959457452,-23.11808308429715,13.180399691318671,15.597853200188215,25.47302542345671,20.56911999982216,46.083048909990666,33.080269361932736,-19.870868252748092,-1.2652561876526118,11.183540715628762,-110.67136440710661,-15.363978585211365,-56.947200704256005,-75.68223835863338,-20.784027510398566,-81.00814506350243,-7.221129078970642,-12.127874100163313,-23.068721895059372,6.646247695972905,-9.37193671463436,-51.349369788628884,14.005704347272726,8.341613234281256,-29.24540214886576,-15.706194009070556,-15.143764883510922,37.32760164801875,-21.508295284448653,-87.23607982319233,30.04366095845353,-5.681592984301777,-28.155205911458854,-13.800823997994419,-2.036815359027821,-24.26789276824218,-50.63957563913331,82.57152540818326,6.125507491444232,60.9940889877975,26.163549284802027,2.3918806801484394,0.5963037253143368,-1.1720129331614983,-18.862511073391133,65.12319222264455,13.463955656047487,21.005855310319642,-30.46075546289336,8.121005597042744,109.12812511363725,16.702930511820888,-3.1546413748473063,24.337766231101867,49.076722736071844,5.074372386975085,2.837230928299678,-3.8266303226663116,24.69344923653023,-18.309068789967245,22.000701115352264,-3.393406920532777
131.wav,ANGER,12.50604177272732,11.945228769621197,0.3222046496386759,-11.896480077823956,37.17162286766696,-31.833038232046476,25.510069251198587,-6.964453582565936,-2.2726065779096647,2.1718748454381407,4.992013625350402,-8.028129340063353,0.37097859225235097,8.707528122183135,135.9749746580757,121.66764777166605,169.1499572387966,162.73899123709415,157.28037882007365,126.36240402732449,122.77282050911737,173.0267828394778,172.22780863231682,110.62150557068985,78.77092342701577,72.9800281663825,25.531882149916694,100.99593196988985,64.02154337313654,-0.6429081409160875,-31.49318559833356,-8.786024239997879,78.5400219184347,16.044035653895307,-45.35233480030271,16.078813481184604,51.48648988147032,31.41095685331275,12.283852147784794,-22.77168096880519,-69.70656273359339,-13.8990188675685,84.92557608720111,-15.528905831110672,-21.86427358755642,64.57990223557381,34.234456198984944,24.623752537067176,20.432012959851722,-19.732572365975198,-64.49916643138341,17.54711692814745,9.538850997095464,31.03731885542373,69.8468336952951,64.63447460819997,-28.901045406169885,-17.686187045148134,-26.786214623680163,-15.652876645876836,22.61620265799194,-49.62130099908151,47.815140333897894,-38.61449556817161,-72.16343186523387,-17.311557340196064,-9.393505492458756,20.496304134869202,17.927679476420753,-55.23879243510139,1.853508421756156,-65.62368305055155,66.57823387152389,11.573836056323689,-6.148624587548246,-20.81200745834478,-16.4100117954399,-25.8651624314148,31.013445224844446,74.49202843327556,7.161847250913893,-10.27056212525631,-27.901381448115117,-12.919956706837636,73.86193757272588,-27.619819969306167,-46.86166544197896,-2.918818633196749,9.839554265549694,25.129295028534102,-70.63954709871882,-10.95186848701164,11.544497539902055,-28.769839368328125,-27.978432256203924,17.00887983280904,-3.0413757782916218,-15.867470499784055,8.287889783635794,-11.351012480014194,27.983924407583466,-3.2001180994142806,40.50426367771584,9.192813206213492
132.wav,ANGER,13.657410305463953,19.275405410503165,4.527699176569774,-20.035523327803855,21.143759929557607,-39.522463307933435,16.003926349267914,-13.231426871805285,-0.9691467876358364,-6.9850074274452405,0.9546384109267003,-11.873663814729742,1.4184873085370888,9.190929582345882,128.21845730168707,67.06173150394058,175.24912966334034,129.0831449901499,268.1544446948679,116.46436683308161,146.29708131125898,230.5284616761655,237.4162079907912,114.4710524034432,129.5634863298579,116.7602335739966,28.161807704377356,68.36879349110174,8.37212404597061,14.659770876837861,-61.08117043917031,19.53902624239296,76.6707683312674,26.865878962457977,-84.49233452783967,18.54854627282689,77.19853153616768,55.37995992674575,12.05410715145387,-81.80682321243462,-28.206350949034295,-65.81008613506916,61.78203255878414,-16.203592641094698,21.375083811986695,73.17619922459878,18.64610769811744,51.6974579770064,50.942498299458116,-28.07652680746834,-20.680908573354312,47.86192318528126,-4.336260927178345,31.50330638130877,143.4267699641887,7.622868529605152,-30.023616943587548,-42.907282056343,-55.14046262241978,-13.450021813186686,82.33082624711378,-7.021367691704515,56.80693962516343,-44.96065206006356,-166.17578110474372,-20.117762999304905,-8.457904933021961,53.277504430441304,34.420467157082875,6.643420919588781,-5.297878706984448,-111.68058654348705,46.51574666271888,20.831284863746472,-16.80503807044368,-40.39503380962644,-4.271045933319766,-33.10749353869945,26.782262319498155,116.56958640065643,-16.758498736318895,-5.451007244668083,-11.697683400989048,-14.860335180570234,87.75238066511085,-43.156284469572284,-20.021416882902585,5.254015276312244,76.52997876692442,29.796816043779998,-109.21483121119557,16.98114253717088,48.59946364887448,-7.418343818592748,-37.40638627622545,32.38930480904508,0.18810265261628095,-43.77836272229799,7.069494794558973,-22.02747663695341,24.69091325960467,-6.821147361709589,54.60031024045665,16.929047701119746
133.wav,ANGER,14.188618323321535,19.411275969767356,5.768443464162768,-18.395681349968644,22.08010048799311,-37.61672552444144,15.01116060064897,-17.25392825540183,-6.820656529997503,-9.563589041776522,4.265888306514841,-11.195064272082401,-2.1440541605630354,9.460745840659945,95.98686214721758,66.69767847834855,222.7526175696295,285.283759405541,218.11919680160347,203.46509149705167,207.22307461136262,110.8154498994636,268.73722649837146,141.05193071667745,98.89857069674046,88.6207239208538,22.81378676168511,52.92902202976343,30.66038379524208,90.50493340020077,-78.6613089331244,10.585816013476292,132.0973325418653,1.5443585483835207,0.15943725421332106,-10.093405138045327,62.831092295707755,54.35620086900532,8.816229583621205,-70.23797103716855,-48.435058057313704,-42.78048375358476,153.9178751396916,-43.40043973313728,-25.154204059738802,124.80052053780659,49.50773408545753,12.85396178712155,45.545789654739195,-30.956970228881385,-71.40088751695876,18.95005119039305,16.00656148972003,128.15061347936165,46.47401202308221,31.77240880723188,-83.56353993844422,12.473134859129152,-47.06620321778337,-34.65765635901538,34.3493724774952,-40.182293391517454,117.12827001922267,-59.49727393768654,-120.4872403466826,-70.238212942239,-20.025606565534453,15.018564582837737,21.530721811099706,-37.05197243372353,-18.62707985176617,-32.112413262865175,113.60560968085171,19.66479267586891,-42.263910798919504,-46.3506717715475,-20.528135367602207,-74.1067232262428,16.96092427086651,155.89413200359317,-80.93268109810566,-10.721149107486058,-30.497233274692036,-30.86889593305755,29.0392988061831,-13.061843393863192,-64.84799457666767,-22.466458063502415,26.26890361022519,13.840586198192561,-85.17600641042701,29.705949363305816,9.833165581572791,-57.92624868151956,-34.972764641326876,59.905980772764906,14.05588898659827,-49.32152370176145,20.427179574231968,5.536832839788428,6.333263550459139,3.7261250331888354,25.94271471040622,12.179586770172058
